startSeconds,endSeconds,isTargetChild
160.64,161.24,False
171.84,172.53,False
260.88,261.52,False
290.84,291.44,False
407.43,408.23,False
422.92,423.53,False
443.13,444.41,True
451.59,452.19,False
466.2,466.9,False
552.95,553.55,False
622.87,623.47,True
624.27,624.87,False
626.42,627.02,False
638.32,638.92,False
652.51,653.11,False
657.76,658.36,False
659.19,659.86,False
673.77,674.37,False
675.17,675.82,False
683.72,684.32,False
692.1,692.71,False
695.53,696.17,False
698.1,698.74,False
700.83,701.43,False
723.71,724.31,False
748.46,750.39,False
751.44,752.04,False
759.04,759.64,True
761.37,762.69,False
763.72,764.38,False
765.69,766.74,False
774.47,775.07,False
776.24,776.99,False
810.18,810.83,False
814.29,815.42,False
816.23,816.93,False
828.71,829.4,False
839.61,840.21,False
902.04,902.64,False
905.67,906.67,False
907.79,908.71,False
910.19,910.98,False
973.33,973.93,False
974.73,975.33,False
976.13,976.73,False
978.96,979.93,False
986.63,987.51,False
988.33,989.89,False
993.54,994.14,False
994.94,996.23,False
997.23,997.83,False
998.89,999.55,False
1007.82,1008.42,False
1019.46,1020.21,False
1061.64,1062.24,False
1063.04,1063.64,False
1075.74,1077.52,False
1079.45,1080.25,False
1093.0,1093.6,False
1094.6,1095.54,False
1138.54,1139.42,False
1146.14,1146.74,False
1150.49,1151.09,False
1163.14,1163.78,False
1164.96,1166.34,False
1167.16,1169.19,False
1177.95,1178.72,False
1180.79,1181.39,False
1191.14,1191.8,False
1199.49,1200.09,False
1208.4,1209.15,False
1214.07,1214.67,False
1227.16,1227.76,False
1231.15,1231.81,False
1233.53,1234.13,False
1237.16,1238.53,False
1240.16,1240.92,False
1245.63,1246.23,False
1248.23,1248.87,False
1264.53,1266.48,False
1274.68,1275.32,False
1276.24,1276.84,False
1277.64,1278.31,False
1280.52,1281.13,False
1284.93,1285.53,False
1289.05,1290.24,False
1296.58,1297.69,False
1341.4,1343.13,False
1372.3,1372.91,False
1386.06,1386.66,False
1389.55,1390.41,False
1391.26,1391.86,False
1392.69,1393.49,False
1395.33,1397.04,False
1399.37,1399.97,False
1450.54,1451.93,False
1451.93,1452.93,False
1464.87,1466.12,False
1467.36,1468.2,False
1472.74,1473.47,False
1474.27,1475.85,False
1537.84,1538.44,False
1546.3,1546.9,False
1578.5,1579.1,False
1579.1,1580.15,False
1597.59,1598.19,False
1607.92,1608.55,False
1640.22,1640.82,False
1647.29,1647.89,False
1655.45,1656.22,False
1662.39,1662.99,False
1673.99,1674.68,False
1676.25,1677.07,False
1678.51,1681.17,False
1682.2,1682.8,False
1683.61,1684.21,True
1685.01,1685.61,True
1691.89,1692.51,False
1709.09,1710.58,True
1746.49,1747.14,False
1763.15,1763.75,False
1787.76,1788.45,False
1796.2,1798.86,False
1802.53,1803.13,False
1807.21,1807.87,False
1811.74,1812.63,False
1812.63,1814.79,True
1817.43,1818.03,False
1824.01,1824.61,False
1826.02,1826.65,False
1842.34,1843.0,False
1843.93,1845.06,False
1848.03,1848.91,False
1850.71,1851.57,False
1853.88,1854.82,False
1859.39,1859.99,False
1861.3,1862.12,False
1863.79,1864.39,False
1869.17,1869.93,False
1873.77,1874.49,False
1883.1,1883.7,False
1891.44,1892.08,False
1912.36,1912.96,False
1919.59,1920.32,False
1964.74,1965.39,False
1967.45,1968.21,False
1996.92,1997.52,False
2007.68,2008.28,False
2012.61,2013.61,True
2032.05,2032.65,False
2236.46,2237.06,False
2256.34,2256.94,False
2258.7,2259.38,False
2300.81,2301.41,False
2319.54,2320.48,False
2350.78,2351.6,False
2353.58,2354.18,False
2380.87,2381.47,False
2390.64,2391.24,False
2392.89,2393.49,True
2463.09,2463.69,False
2471.23,2472.66,False
2475.49,2476.09,True
2485.04,2485.64,True
2489.39,2490.17,False
2494.16,2494.79,False
2497.1,2497.7,False
2502.57,2503.23,False
2533.6,2534.25,True
2542.4,2543.5,False
2545.25,2545.85,False
2548.27,2549.08,False
2575.5,2576.15,False
2577.42,2578.42,False
2580.51,2581.33,False
2584.5,2585.39,False
2593.38,2593.98,False
2610.58,2611.64,False
2614.24,2615.39,False
2620.69,2621.29,False
2647.26,2647.97,False
2659.85,2661.26,False
2663.09,2663.73,False
2678.09,2678.69,False
2679.61,2680.23,False
2682.01,2682.65,False
2693.27,2693.87,False
2704.63,2706.14,False
2709.0,2709.6,False
2712.0,2712.6,False
2713.56,2714.17,False
2726.81,2727.55,False
2753.44,2754.1,False
2789.76,2790.36,False
2791.76,2792.86,False
2797.0,2799.08,False
2806.88,2808.09,False
2815.44,2816.53,False
2819.73,2821.48,False
2825.79,2827.31,False
2832.53,2833.86,False
2835.51,2837.22,False
2849.64,2853.4,False
2859.79,2863.58,False
2866.21,2869.02,False
2874.21,2876.9,False
2880.7,2881.8,False
2882.89,2885.17,False
2888.42,2891.44,False
2892.4,2893.12,False
2895.38,2896.64,False
2898.65,2899.25,False
2906.43,2908.07,False
2909.02,2910.3,False
2911.73,2912.82,False
2916.04,2917.94,False
2918.97,2919.96,False
2920.77,2922.29,False
2923.21,2924.26,False
2926.34,2928.41,False
2932.09,2934.29,False
2937.03,2937.63,False
2938.63,2939.23,False
2941.11,2943.15,False
2950.59,2951.4,False
2959.48,2960.98,False
2969.98,2971.11,False
2976.96,2979.92,False
2980.73,2982.9,False
2983.7,2984.31,False
2985.11,2985.76,False
2985.76,2986.56,False
2987.37,2988.56,False
2990.13,2994.26,False
3004.98,3006.81,False
3014.68,3018.12,False
3018.93,3021.67,False
3023.97,3027.4,False
3029.21,3034.61,False
3034.61,3035.45,False
3035.45,3041.94,False
3044.17,3044.87,False
3048.81,3049.52,False
3050.5,3051.38,False
